image_path,image_shape,Nose,LEye,REye,LEar,REar,LShoulder,RShoulder,LElbow,RElbow,LWrist,RWrist,LHip,RHip,LKnee,RKnee,LAnkle,RAnkle,y
downdog/00000376.jpg,"(400, 650)","(321.520263671875, 268.79644775390625)","(337.8240966796875, 268.79644775390625)","(334.5633544921875, 275.3179931640625)","(331.3026123046875, 268.79644775390625)","(324.78106689453125, 272.0572204589844)","(298.6949462890625, 236.1887969970703)","(292.17340087890625, 245.97108459472656)","(328.04180908203125, 285.10028076171875)","(324.78106689453125, 294.882568359375)","(360.64947509765625, 327.490234375)","(360.64947509765625, 334.01177978515625)","(204.13270568847656, 161.19117736816406)","(200.8719482421875, 170.9734649658203)","(142.1781463623047, 239.44956970214844)","(138.91738891601562, 242.71031188964844)","(90.00589752197266, 311.1864013671875)","(83.48435974121094, 317.70794677734375)",0
downdog/00000370.jpg,"(354, 600)","(225.7296142578125, 213.97384643554688)","(225.7296142578125, 213.97384643554688)","(230.8725128173828, 211.4024200439453)","(225.7296142578125, 193.40234375)","(225.7296142578125, 193.40234375)","(207.7295379638672, 175.40225219726562)","(205.15809631347656, 185.68801879882812)","(233.44393920898438, 219.1167449951172)","(230.8725128173828, 239.68826293945312)","(264.3012390136719, 237.1168212890625)","(277.158447265625, 273.11700439453125)","(112.58624267578125, 85.4018325805664)","(110.01480102539062, 87.97328186035156)","(68.87174224853516, 175.40225219726562)","(63.7288703918457, 180.54513549804688)","(17.44293975830078, 231.97393798828125)","(4.5857367515563965, 244.83114624023438)",0
downdog/00000370.jpg,"(354, 600)","(590.8475952148438, 255.7429962158203)","(590.8475952148438, 250.6769256591797)","(535.1209106445312, 207.61537170410156)","(519.9226684570312, 207.61537170410156)","(547.7860717773438, 205.0823211669922)","(524.9887084960938, 172.1529083251953)","(537.6539306640625, 169.61985778808594)","(535.1209106445312, 222.8135528564453)","(552.8521118164062, 240.54481506347656)","(565.5172729492188, 243.0778350830078)","(590.8475952148438, 286.139404296875)","(441.3986511230469, 98.6949234008789)","(441.3986511230469, 96.1618881225586)","(395.8040466308594, 182.28501892089844)","(390.73797607421875, 187.35108947753906)","(342.6103515625, 232.94569396972656)","(317.2799987792969, 250.6769256591797)",0
downdog/00000304.jpg,"(238, 400)","(137.01805114746094, 152.5901336669922)","(122.73655700683594, 138.3086395263672)","(131.30545043945312, 149.7338409423828)","(134.1617431640625, 138.3086395263672)","(131.30545043945312, 135.45233154296875)","(148.44325256347656, 121.17083740234375)","(142.73065185546875, 121.17083740234375)","(114.16766357421875, 161.1590118408203)","(114.16766357421875, 155.44642639160156)","(71.32317352294922, 189.7220001220703)","(74.17947387695312, 181.1531219482422)","(234.1322021484375, 41.194488525390625)","(231.27589416503906, 41.194488525390625)","(288.4018859863281, 106.88934326171875)","(276.9766845703125, 109.74565124511719)","(334.1026611328125, 175.4405059814453)","(319.8211669921875, 166.8716278076172)",0
downdog/00000155.jpg,"(720, 1280)","(709.8528442382812, 474.7311706542969)","(733.4524536132812, 474.7311706542969)","(662.6536254882812, 474.7311706542969)","(686.2532348632812, 482.5977478027344)","(686.2532348632812, 443.2650451660156)","(654.7870483398438, 372.4662170410156)","(639.0540161132812, 411.7988586425781)","(749.185546875, 458.9980773925781)","(733.4524536132812, 506.1973571777344)","(843.583984375, 506.1973571777344)","(843.583984375, 584.8627319335938)","(426.657470703125, 144.33656311035156)","(395.1913146972656, 160.06959533691406)","(316.5259094238281, 333.1335144042969)","(292.92626953125, 380.3327331542969)","(222.1273956298828, 498.3307800292969)","(198.5277862548828, 529.7969360351562)",0
downdog/00000274.jpg,"(385, 614)","(474.298583984375, 143.97483825683594)","(472.7095947265625, 140.79685974121094)","(471.12060546875, 143.97483825683594)","(479.0655822753906, 134.4408721923828)","(480.6545715332031, 143.97483825683594)","(493.36651611328125, 132.8518829345703)","(494.95550537109375, 129.6739044189453)","(475.8875732421875, 155.09779357910156)","(472.7095947265625, 151.91981506347656)","(450.46368408203125, 172.5767364501953)","(450.46368408203125, 167.8097686767578)","(529.9133911132812, 93.12702178955078)","(523.5574340820312, 91.53802490234375)","(556.9263305664062, 126.49591064453125)","(553.7483520507812, 124.90691375732422)","(580.76123046875, 161.4537811279297)","(575.9942016601562, 158.2758026123047)",0
downdog/00000274.jpg,"(385, 614)","(289.9613342285156, 334.6961975097656)","(288.6323547363281, 336.02520751953125)","(293.94830322265625, 336.02520751953125)","(283.3164367675781, 325.3933410644531)","(285.9743957519531, 318.7484130859375)","(284.6454162597656, 308.1165771484375)","(307.23809814453125, 308.1165771484375)","(267.36865234375, 337.35418701171875)","(268.6976318359375, 336.02520751953125)","(243.4469451904297, 362.6048278808594)","(246.1049041748047, 357.2889099121094)","(329.830810546875, 256.2862548828125)","(325.8438720703125, 256.2862548828125)","(348.43658447265625, 306.78759765625)","(347.10760498046875, 306.78759765625)","(368.3713073730469, 354.6309509277344)","(361.72637939453125, 349.3150329589844)",0
downdog/00000274.jpg,"(385, 614)","(280.8188171386719, 159.56101989746094)","(279.0636901855469, 161.31614685058594)","(277.3085632324219, 161.31614685058594)","(277.3085632324219, 156.05076599121094)","(272.04315185546875, 156.05076599121094)","(279.0636901855469, 142.00970458984375)","(277.3085632324219, 143.76483154296875)","(261.5123596191406, 156.05076599121094)","(258.0021057128906, 157.80589294433594)","(235.1853790283203, 170.09181213378906)","(235.1853790283203, 171.84693908691406)","(322.94195556640625, 99.88655090332031)","(319.43170166015625, 101.64167785644531)","(352.77923583984375, 127.96865844726562)","(349.2689514160156, 129.72378540039062)","(382.616455078125, 161.31614685058594)","(377.35107421875, 159.56101989746094)",0
downdog/00000274.jpg,"(385, 614)","(67.41783905029297, 142.85247802734375)","(67.41783905029297, 142.85247802734375)","(67.41783905029297, 141.8628692626953)","(64.4489974975586, 134.93556213378906)","(67.41783905029297, 131.9667205810547)","(61.48015213012695, 121.0809555053711)","(66.42822265625, 120.09134674072266)","(55.54246520996094, 148.79017639160156)","(58.51130676269531, 145.8213348388672)","(45.64631652832031, 173.53053283691406)","(50.594390869140625, 162.644775390625)","(102.05435943603516, 86.44444274902344)","(101.06473541259766, 82.48597717285156)","(115.9089584350586, 127.01864624023438)","(115.9089584350586, 126.0290298461914)","(122.83626556396484, 165.61363220214844)","(122.83626556396484, 164.62400817871094)",0
downdog/00000189.jpg,"(720, 1280)","(591.8145141601562, 390.2100830078125)","(584.5917358398438, 368.541748046875)","(1155.1905517578125, 549.1109619140625)","(548.4779052734375, 382.9873046875)","(635.1511840820312, 339.650634765625)","(591.8145141601562, 346.8734130859375)","(606.2600708007812, 339.650634765625)","(505.1412658691406, 491.328857421875)","(519.5867919921875, 498.5516357421875)","(418.468017578125, 578.0020751953125)","(447.3591003417969, 563.5565185546875)","(866.27978515625, 130.19029235839844)","(844.6115112304688, 122.96751403808594)","(1017.9580078125, 361.3189697265625)","(1010.7352294921875, 354.09619140625)","(1169.6361083984375, 556.3338012695312)","(1147.9677734375, 541.8882446289062)",0
downdog/00000309.jpg,"(360, 480)","(260.740478515625, 209.95404052734375)","(262.89630126953125, 207.79827880859375)","(262.89630126953125, 209.95404052734375)","(286.61004638671875, 205.64244079589844)","(267.2078857421875, 201.3308563232422)","(267.2078857421875, 168.99391174316406)","(265.0520935058594, 171.1497039794922)","(288.765869140625, 205.64244079589844)","(284.4542541503906, 207.79827880859375)","(321.1028137207031, 231.51202392578125)","(318.947021484375, 237.97943115234375)","(200.37814331054688, 108.631591796875)","(198.2223358154297, 106.47579193115234)","(161.57379150390625, 164.6823272705078)","(157.26220703125, 164.6823272705078)","(129.23683166503906, 216.42144775390625)","(120.6136474609375, 225.04464721679688)",0
downdog/00000233.jpg,"(193, 300)","(178.2041473388672, 129.58511352539062)","(167.65390014648438, 144.55271911621094)","(182.7559051513672, 138.72933959960938)","(161.55857849121094, 137.1705780029297)","(195.60484313964844, 137.39366149902344)","(165.5755157470703, 105.46478271484375)","(200.83668518066406, 107.44023895263672)","(146.63046264648438, 83.81834411621094)","(212.33676147460938, 135.91375732421875)","(57.864845275878906, 158.56834411621094)","(233.43112182617188, 167.8118438720703)","(116.26327514648438, 41.77146911621094)","(120.93515014648438, 32.42771911621094)","(83.5601577758789, 97.83396911621094)","(81.2242202758789, 97.83396911621094)","(53.192970275878906, 151.56053161621094)","(53.192970275878906, 156.23240661621094)",0
downdog/00000258.jpg,"(442, 614)","(377.5570373535156, 262.5314636230469)","(401.5023498535156, 262.5314636230469)","(396.7132873535156, 262.5314636230469)","(411.0804748535156, 229.0080108642578)","(401.5023498535156, 243.3751983642578)","(387.1351623535156, 190.6955108642578)","(344.0335998535156, 219.4298858642578)","(449.3929748535156, 243.3751983642578)","(415.8695373535156, 310.4220886230469)","(506.8617248535156, 291.2658386230469)","(497.2835998535156, 387.047119140625)","(205.15077209472656, 56.601768493652344)","(171.62734985351562, 66.17988586425781)","(123.7367172241211, 195.4845733642578)","(104.5804672241211, 200.2736358642578)","(85.4242172241211, 281.6877136230469)","(47.111717224121094, 310.4220886230469)",0
downdog/00000227.jpg,"(2304, 3072)","(1020.627197265625, 1368.051513671875)","(998.6071166992188, 1324.0113525390625)","(954.56689453125, 1412.091796875)","(954.56689453125, 1191.890625)","(888.5065307617188, 1081.7900390625)","(1130.727783203125, 1081.7900390625)","(1130.727783203125, 949.6693725585938)","(976.5869750976562, 1522.1923828125)","(1042.647216796875, 1390.0716552734375)","(690.3255004882812, 1940.57470703125)","(888.5065307617188, 1544.21240234375)","(1989.512451171875, 355.126220703125)","(1945.47216796875, 267.0457763671875)","(2385.87451171875, 1103.8101806640625)","(2297.7939453125, 1037.749755859375)","(2738.1962890625, 1764.41357421875)","(2540.01513671875, 1522.1923828125)",0
downdog/00000234.jpg,"(1200, 1200)","(916.8787231445312, 609.6937866210938)","(935.0022583007812, 609.6937866210938)","(916.8787231445312, 591.5702514648438)","(835.3228149414062, 564.3849487304688)","(953.1257934570312, 473.76715087890625)","(953.1257934570312, 374.0875549316406)","(944.0641479492188, 319.7169189453125)","(681.2725219726562, 718.4351806640625)","(753.7667846679688, 564.3849487304688)","(391.295654296875, 890.60888671875)","(527.2223510742188, 718.4351806640625)","(989.3729858398438, 292.5315856933594)","(935.0022583007812, 328.7786865234375)","(1016.5584106445312, 355.9640197753906)","(980.3112182617188, 328.7786865234375)","(681.2725219726562, 709.3734130859375)","(490.9752197265625, 772.8058471679688)",0
downdog/00000234.jpg,"(1200, 1200)","(898.0133056640625, 584.1624755859375)","(954.2164306640625, 565.4281005859375)","(944.8492431640625, 546.6937255859375)","(944.8492431640625, 453.0218505859375)","(954.2164306640625, 462.3890380859375)","(926.1148681640625, 415.5531005859375)","(954.2164306640625, 424.9202880859375)","(691.9351806640625, 724.6702880859375)","(748.1383056640625, 565.4281005859375)","(392.1851806640625, 893.2796020507812)","(523.3258056640625, 724.6702880859375)","(1104.09130859375, 162.63902282714844)","(1085.35693359375, 162.63902282714844)","(944.8492431640625, 415.5531005859375)","(926.1148681640625, 443.6546630859375)","(682.5679931640625, 715.3031005859375)","(954.2164306640625, 462.3890380859375)",0
downdog/00000349.png,"(232, 300)","(97.5757827758789, 161.68515014648438)","(104.58358764648438, 157.01327514648438)","(97.5757827758789, 157.01327514648438)","(102.24765014648438, 152.34140014648438)","(95.2398452758789, 152.34140014648438)","(106.91952514648438, 140.66171264648438)","(116.26327514648438, 142.99765014648438)","(92.9039077758789, 161.68515014648438)","(97.5757827758789, 168.69296264648438)","(67.20858764648438, 189.71641540527344)","(67.20858764648438, 185.04454040527344)","(162.98202514648438, 86.93515014648438)","(160.64608764648438, 86.93515014648438)","(198.02108764648438, 135.98983764648438)","(198.02108764648438, 133.65390014648438)","(235.39608764648438, 182.70858764648438)","(230.72421264648438, 180.37265014648438)",0
downdog/00000243(1).jpg,"(720, 1280)","(361.0903015136719, 380.3624267578125)","(361.0903015136719, 371.375)","(343.1155700683594, 371.375)","(397.03973388671875, 326.438232421875)","(388.0523986816406, 272.51409912109375)","(531.8501586914062, 299.47613525390625)","(495.9007263183594, 308.4635009765625)","(495.9007263183594, 542.1348876953125)","(424.0018615722656, 515.1728515625)","(415.01446533203125, 721.8822021484375)","(280.20404052734375, 667.9580078125)","(936.281494140625, 137.70359802246094)","(909.3193969726562, 164.66566467285156)","(1125.0159912109375, 389.34979248046875)","(1116.0286865234375, 389.34979248046875)","(1250.839111328125, 640.9959716796875)","(1250.839111328125, 632.008544921875)",0
downdog/00000166.jpg,"(957, 1300)","(492.8797607421875, 531.1122436523438)","(483.89654541015625, 540.0955200195312)","(465.9300537109375, 531.1122436523438)","(456.94677734375, 513.1456909179688)","(421.0138854980469, 504.1625061035156)","(456.94677734375, 441.2798767089844)","(474.9132995605469, 414.3301086425781)","(358.1311950683594, 585.0116577148438)","(358.1311950683594, 576.0283813476562)","(241.3490753173828, 737.7266235351562)","(250.3323211669922, 692.8104858398438)","(735.4271850585938, 126.86653137207031)","(717.460693359375, 126.86653137207031)","(852.2092895507812, 423.3133850097656)","(825.2595825195312, 405.3468933105469)","(977.974609375, 701.7937622070312)","(897.1254272460938, 638.9110717773438)",0
downdog/00000280.jpg,"(665, 800)","(440.599365234375, 387.18585205078125)","(397.90106201171875, 338.3878173828125)","(471.09814453125, 448.1834716796875)","(422.30010986328125, 374.986328125)","(477.1978759765625, 435.98388671875)","(446.6990966796875, 338.3878173828125)","(489.3974609375, 344.48760986328125)","(349.10302734375, 295.68951416015625)","(532.0957641601562, 399.3853759765625)","(343.00323486328125, 289.5897216796875)","(599.1930541992188, 454.283203125)","(306.4046630859375, 167.59457397460938)","(312.50445556640625, 179.79409790039062)","(227.10781860351562, 332.2880859375)","(221.008056640625, 338.3878173828125)","(117.31216430664062, 466.48272705078125)","(117.31216430664062, 478.6822509765625)",0
downdog/00000347.jpg,"(562, 850)","(270.9820556640625, 358.1834716796875)","(264.3492431640625, 351.5506591796875)","(277.6148681640625, 351.5506591796875)","(264.3492431640625, 338.2850341796875)","(277.6148681640625, 344.9178466796875)","(284.2476806640625, 291.8553466796875)","(284.2476806640625, 285.2225341796875)","(184.75546264648438, 371.4490966796875)","(198.02108764648438, 358.1834716796875)","(91.89608764648438, 417.8787841796875)","(91.89608764648438, 411.2459716796875)","(476.5992431640625, 119.4021987915039)","(463.3336181640625, 112.7693862915039)","(569.4586181640625, 245.42564392089844)","(569.4586181640625, 245.42564392089844)","(702.1148681640625, 371.4490966796875)","(655.6851806640625, 378.0819091796875)",0
downdog/00000328.jpg,"(215, 300)","(169.98983764648438, 132.16171264648438)","(172.32577514648438, 136.83358764648438)","(176.99765014648438, 132.16171264648438)","(32.169532775878906, 174.20858764648438)","(193.34921264648438, 113.47421264648438)","(184.00546264648438, 97.12265014648438)","(179.33358764648438, 99.45858764648438)","(207.36483764648438, 143.84140014648438)","(205.02890014648438, 150.84921264648438)","(237.73202514648438, 167.20077514648438)","(242.40390014648438, 190.56016540527344)","(104.58358764648438, 22.37265396118164)","(97.5757827758789, 22.37265396118164)","(67.20858764648438, 101.79452514648438)","(64.87265014648438, 104.13046264648438)","(41.513282775878906, 167.20077514648438)","(29.833595275878906, 178.88047790527344)",0
downdog/00000328.jpg,"(215, 300)","(168.4996337890625, 109.23355102539062)","(173.10293579101562, 104.6302490234375)","(167.3488006591797, 102.32859802246094)","(189.2144775390625, 102.32859802246094)","(211.08013916015625, 138.00416564941406)","(189.2144775390625, 106.93190002441406)","(190.3653106689453, 113.83684539794922)","(208.7784881591797, 148.36158752441406)","(208.7784881591797, 149.5124053955078)","(237.54910278320312, 169.07643127441406)","(246.75570678710938, 188.6404266357422)","(193.81776428222656, 116.13849639892578)","(204.17520141601562, 111.53520202636719)","(209.9293212890625, 139.1549835205078)","(211.08013916015625, 142.6074676513672)","(189.2144775390625, 118.44014739990234)","(249.05735778808594, 187.48960876464844)",0
downdog/00000242.png,"(697, 1100)","(315.1443786621094, 501.9420166015625)","(315.1443786621094, 501.9420166015625)","(323.8036804199219, 501.9420166015625)","(319.4740295410156, 475.964111328125)","(328.1333312988281, 480.29376220703125)","(328.1333312988281, 436.99725341796875)","(341.1222839355469, 436.99725341796875)","(384.4187927246094, 527.9198608398438)","(388.7484436035156, 532.2495727539062)","(440.7042541503906, 584.2053833007812)","(453.69317626953125, 601.5239868164062)","(219.8920440673828, 337.415283203125)","(215.56239318847656, 328.7559814453125)","(159.2769317626953, 458.6455078125)","(146.28797912597656, 462.97515869140625)","(102.9914779663086, 562.5570678710938)","(81.34321594238281, 588.5349731445312)",0
downdog/00000242.png,"(697, 1100)","(464.13946533203125, 291.4550476074219)","(464.13946533203125, 296.1231384277344)","(468.80755615234375, 289.1209716796875)","(492.1480712890625, 300.791259765625)","(475.8097229003906, 270.4486083984375)","(468.80755615234375, 251.77618408203125)","(478.1437683105469, 244.77403259277344)","(496.816162109375, 296.1231384277344)","(501.4842529296875, 300.791259765625)","(529.4928588867188, 333.46795654296875)","(534.1609497070312, 342.80413818359375)","(410.45635986328125, 184.08876037597656)","(405.7882385253906, 179.420654296875)","(394.11798095703125, 261.1124267578125)","(389.44989013671875, 261.1124267578125)","(345.10296630859375, 321.7976989746094)","(338.1007995605469, 328.79986572265625)",0
downdog/00000146.jpg,"(413, 614)","(243.46327209472656, 300.6854553222656)","(200.36172485351562, 315.0526428222656)","(243.46327209472656, 300.6854553222656)","(243.46327209472656, 286.3182678222656)","(205.15077209472656, 257.5838928222656)","(224.30702209472656, 257.5838928222656)","(224.30702209472656, 243.21669006347656)","(162.04922485351562, 319.8417053222656)","(152.47108459472656, 286.3182678222656)","(51.90078353881836, 358.15423583984375)","(71.0570297241211, 315.0526428222656)","(382.3460998535156, 56.44325637817383)","(382.3460998535156, 46.86513137817383)","(502.0726623535156, 200.11512756347656)","(487.7054748535156, 190.53700256347656)","(597.8539428710938, 310.2635803222656)","(593.0648803710938, 291.1073303222656)",0
downdog/00000146.jpg,"(413, 614)","(237.19061279296875, 322.0231018066406)","(241.30577087402344, 317.9079284667969)","(245.4209442138672, 311.73516845703125)","(159.0023956298828, 256.180419921875)","(191.27041625976562, 260.34210205078125)","(151.0996856689453, 278.5973205566406)","(189.8661651611328, 293.2169189453125)","(115.80915069580078, 302.39013671875)","(181.6358184814453, 352.8868713378906)","(52.007999420166016, 322.0231018066406)","(49.52993392944336, 321.92376708984375)","(68.46867370605469, 369.3475341796875)","(82.87177276611328, 344.6565246582031)","(145.57955932617188, 282.7588195800781)","(142.54171752929688, 330.25341796875)","(163.97511291503906, 344.00457763671875)","(164.84642028808594, 344.71771240234375)",0
downdog/00000416.jpg,"(417, 626)","(241.8410186767578, 273.824951171875)","(237.0838165283203, 283.33935546875)","(227.56942749023438, 283.33935546875)","(241.8410186767578, 283.33935546875)","(279.8985595703125, 292.85369873046875)","(241.8410186767578, 226.25303649902344)","(246.5981903076172, 221.49586486816406)","(189.5119171142578, 302.36810302734375)","(189.5119171142578, 297.6109313964844)","(108.63965606689453, 373.7259521484375)","(108.63965606689453, 368.96881103515625)","(365.5279846191406, 64.50856018066406)","(351.25640869140625, 69.26576232910156)","(436.8858642578125, 221.49586486816406)","(432.128662109375, 216.73866271972656)","(503.4865417480469, 349.9400634765625)","(489.2149658203125, 340.4256591796875)",0
downdog/00000279.jpg,"(536, 1020)","(382.60357666015625, 353.8602294921875)","(382.60357666015625, 348.324462890625)","(338.317626953125, 359.39593505859375)","(377.0678405761719, 342.78875732421875)","(349.3891296386719, 348.324462890625)","(382.60357666015625, 281.89556884765625)","(371.5321044921875, 309.57427978515625)","(327.24615478515625, 376.003173828125)","(338.317626953125, 376.003173828125)","(260.8172302246094, 447.96783447265625)","(266.35296630859375, 431.360595703125)","(543.1400756835938, 165.64498901367188)","(537.6043701171875, 154.573486328125)","(543.1400756835938, 326.1815185546875)","(537.6043701171875, 326.1815185546875)","(675.9979248046875, 381.5389404296875)","(670.462158203125, 387.07464599609375)",0
downdog/00000306.jpg,"(1102, 735)","(447.0074768066406, 657.4057006835938)","(430.1761779785156, 674.2369995117188)","(447.0074768066406, 651.7953491210938)","(463.8387145996094, 640.5744018554688)","(447.0074768066406, 629.3535766601562)","(435.78662109375, 567.6389770507812)","(441.39703369140625, 578.8598022460938)","(514.33251953125, 623.7432250976562)","(514.33251953125, 629.3535766601562)","(592.8783569335938, 663.0161743164062)","(604.0991821289062, 674.2369995117188)","(306.7469177246094, 410.54718017578125)","(301.1365051269531, 410.54718017578125)","(216.9801788330078, 539.5868530273438)","(205.75933837890625, 539.5868530273438)","(121.6030044555664, 646.1848754882812)","(115.99258422851562, 651.7953491210938)",0
